fscore,hiddenLayerSizes,numHiddenLayers,precision,recall
0.844444444444,100,0,0.826086956522,0.863636363636
0.844444444444,50,0,0.826086956522,0.863636363636
0.844444444444,25,0,0.826086956522,0.863636363636
0.844444444444,10,0,0.826086956522,0.863636363636
0.850574712644,100,1,0.860465116279,0.840909090909
0.850574712644,50,1,0.860465116279,0.840909090909
0.838709677419,25,1,0.795918367347,0.886363636364
0.692913385827,10,1,0.530120481928,1.0
0.0,100,2,0.0,0.0
0.0,50,2,0.0,0.0
0.0,25,2,0.0,0.0
0.0,10,2,0.0,0.0
0.0,100,3,0.0,0.0
0.0,50,3,0.0,0.0
0.0,25,3,0.0,0.0
0.0,10,3,0.0,0.0
